text,sentiment,topic
"phòng thực hành khoa wzjwz70 máy hư tùm lum , không hiểu sao phòng thực hành mấy khoa khác như wzjwz71 , wzjwz72 đầu tư mới với tốt hơn nhiều .",negative,facility
"thầy đi dạy rất đúng giờ , giảng dạy nhiệt tình .",positive,lecturer
"luôn quan tâm sinh viên , dạy kiến thức hay , dễ hiểu .",positive,lecturer
"thầy giảng dạy nhiệt tình , tận tụy , tận tình hướng dẫn .",positive,lecturer
mong các môn thực hành cách tuần sẽ chuyển thành hàng tuần .,negative,program
giải đáp thắc mắc cho các bạn sinh viên .,positive,lecturer
chúc thầy tràn đầy sức khỏe và giảng dạy thật tốt trong các kỳ tiếp theo !,positive,lecturer
"môn học không mang tính ứng dụng và thực tế , kiến thức quá chung chung .",negative,program
"một số vấn đề sinh viên thắc mắc đăng lên course thường được giảng viên trả lời chậm , và thường không trả lời luôn .",negative,lecturer
phương pháp giảng dạy giúp sinh viên nắm bắt được nhiều lỗi sai trong bài .,positive,lecturer
bài học liên quan tới thực tế .,positive,lecturer
giảng viên thường xuyên đưa bài tập lên bảng để vừa giảng vừa tạo ra cuộc thảo luận .,positive,lecturer
"cô rất dễ thương , cho điểm khách quan , cô giúp em nhớ lại nhiều kiến thức .",positive,lecturer
"slide môn học một số phần dịch từ tiếng anh khó hiểu , không rõ ràng .",negative,program
cho cái nhìn về môi trường bên ngoài doanh nghiệp .,positive,program
"cách dạy và cách nói chuyện của thầy rất thu hút , giúp em tập trung vào bài học rất dễ .",positive,lecturer
rất mong thầy trong thời gian giảng dạy có thể cải thiện nhiều phương pháp truyền đạt để môn học thú vị hơn .,negative,lecturer
em có gửi một message trên trang web môn học cho một thầy nhưng mà chờ mãi vẫn chưa nhận được câu trả lời .,negative,lecturer
giảng viên nên giảng nhiều hơn chứ không nên để sinh viên lên làm bài tập .,negative,lecturer
thầy giảng đúng trọng tâm đề dễ hiểu .,positive,lecturer
cô không sử dụng hệ thống course của trường .,negative,lecturer
đi học hay không đi học cũng như nhau .,negative,lecturer
"thầy giảng bài dễ hiểu , nhiệt tình .",positive,lecturer
cho bài tập đầy đủ .,positive,lecturer
"thầy dạy rất tốt , rất hay .",positive,lecturer
"cô cho bài tập về nhà , deadline cuối mỗi chương , bài tập mỗi chương giúp tụi em nắm vững kiến thức của môn học này .",positive,lecturer
"chép bài trên bảng nhanh , giảng hơi nhanh .",negative,other
rất thích cách xét công tâm của cô .,positive,lecturer
"cô dạy khó hiểu , phức tạp hóa vấn đề .",negative,lecturer
cách cô sắp xếp sinh viên khi thi giữa kỳ rất lộn xộn .,negative,lecturer
nhiều nội dung môn học bị bỏ qua .,negative,lecturer
"thầy dạy nhiệt tình dễ hiểu , cho làm nhiều bài tập hay thú vị .",positive,lecturer
"thầy rất vui tính , tận tâm và có một vốn kiến thức rất phong phú .",positive,lecturer
"thầy dạy tương đối ổn , có tính thực tế .",positive,lecturer
"ít sử dụng hệ thống moodle môn học , slide bài giảng các bài nộp khó khăn để nộp do sinh viên ít sử dụng hệ thống dropbox .",negative,program
cung cấp đầy đủ và cập nhật giáo trình và tài liệu phục vụ môn học hơn .,negative,program
"thầy rất vui tính , nói chuyện cũng vậy .",positive,lecturer
"thầy rất vui tính , dạy dễ hiểu .",positive,lecturer
cô rất quan tâm tới sinh viên .,positive,lecturer
"thầy dạy rất nhiệt tình nhưng bị lố giờ nhiều quá , môn học có 4 tiết nhưng lúc nào cũng gần như là 5 tiết .",negative,lecturer
gây khó khăn cho việc làm bài thi .,negative,lecturer
giảng viên thụ động .,negative,lecturer
"yêu nghề , hăng say , tích cực với công việc , nhiệt tình giảng dạy .",positive,lecturer
giảng dạy nhiệt tình và kỹ lưỡng .,positive,lecturer
toàn phải đi học ké lớp khác .,negative,other
truyền đạt hay giúp học sinh dễ hiểu !,positive,lecturer
phương pháp giảng bài của thầy khiến sinh viên dễ dàng tiếp thu được kiến thức .,positive,lecturer
đôi khi một số điều thầy nói sinh viên tự tìm hiểu mà không giải thích thêm .,negative,lecturer
"cách dạy còn khô khan , nhàm chán , không tạo được cho sinh viên sự hào hứng .",negative,lecturer
khuyến khích phát biểu trong giờ học và đưa ra các bài tập khó cộng điểm để tạo hứng thú cho học sinh .,negative,lecturer
bài thi phải sát hơn và thêm phần thi nói để kiểm tra và xếp loại đầu vào .,negative,program
khi hỏi thì giảng viên nói rằng đến lớp nhưng không thấy ai .,negative,lecturer
nếu được thì rút ngắn thời gian học mỗi môn học trong một học kỳ thành 7 tuần 2 buổi tuần hay học theo hình thức  cuốn chiếu  các môn học trong một học kỳ .,negative,program
cho nên cái này phải từ giảng viên học hỏi và tham khảo cách giảng dạy của giảng viên khác dạy cùng bộ môn với mình .,negative,lecturer
"thầy dạy rất nhiệt tình , luôn cố gắng giảng thật chậm và giảng thật kỹ cho chúng em hiểu bài .",positive,lecturer
mong giáo viên cải thiện cách dạy dễ hiểu hơn .,negative,lecturer
"giảng dạy nặng về nói chuyện , ít tập trung vào ngữ pháp , trong khi thi thì toàn ngữ pháp .",negative,lecturer
thầy nên giải thích kỹ hơn .,negative,lecturer
sửa bài kỹ càng .,positive,lecturer
"giảng dễ hiểu , nhiệt tình trong công tác giảng dạy .",positive,lecturer
em thích cách ra đề của thầy .,positive,lecturer
thời gian vào lớp đúng giờ .,positive,lecturer
thầy dạy tích cực .,positive,lecturer
thầy rất nhiệt tình trong việc hướng học sinh đến con đường khoa học .,positive,lecturer
mọi bài thực hành sinh viên tự đọc hiểu và sự có mặt của giảng viên trên lớp chỉ mang hình thức có mặt .,negative,program
"cô rất nhiệt tình trong hoạt động giảng dạy , công bằng trong đánh giá , rất quan tâm đến sinh viên .",positive,facility
thầy dạy khá chi tiết và giải bài tập nhiều .,positive,lecturer
mỗi tiết dạy của giảng viên thường là chiếu lên slide để đọc nên trong quá trình giảng dạy khá là chán .,negative,lecturer
"dạy nhiệt tình , dễ tiếp thu .",positive,lecturer
cách truyền đạt của cô làm em không hiểu mặc dù cô giảng rất kỹ năng nhưng em cũng không hiểu nổi những gì cô nói .,negative,lecturer
nếu có thể đọc được báo cáo đồ án hay tốt nghiệp của các anh chị khóa trước thì có thể dễ dàng hình dung được yêu cầu của cô .,negative,lecturer
nhiều slide .,negative,program
nên có thêm trợ giảng để giảm bớt áp lực cho giảng viên .,negative,program
"demo đa dạng , side cập nhật kịp thời , giảng viên hỗ trợ nhanh chóng trên moodle .",positive,lecturer
trình bày slide bài giảng rõ ràng hơn .,negative,other
cần tăng giờ thực hành để nắm rõ và chắc hơn nội dung của bài học .,negative,program
thầy day trực quan dễ hiểu .,positive,lecturer
thực hành mà dành hơn 80% nói về lý thuyết không đáp ứng yêu cầu sinh viên .,negative,program
"rất nhiệt tình vì học sinh , luôn nghĩ cho học sinh , luôn đến sớm , giảng dạy hiệu quả .",positive,lecturer
"còn khi cô cho bài tập nhưng lại không giải mẫu , khiến tụi em khó có thể tự làm được .",negative,lecturer
tài liệu nên được cập nhật .,negative,program
"mong thầy dạy bám theo thi nhiều hơn , sửa bài tập trên lớp nhiều hơn .",negative,lecturer
"mong thầy xen kẽ bài tập vào bài giảng lý thuyết , như thế sẽ dễ hiểu bài hơn ạ .",negative,lecturer
"giảng viên nhiệt tình , có tâm huyết .",positive,lecturer
"tận tình , cách dạy thực tế .",positive,lecturer
đôi khi nghỉ học không thông báo trước .,negative,lecturer
hướng dẫn quá chi tiết .,positive,lecturer
"nhiệt tình , giúp sinh viên luyện nói rất nhiều .",positive,lecturer
cung cấp bài giảng đầy đủ .,positive,lecturer
đôi khi em nghĩ thầy cho deadline quá trời nhưng nhờ vậy em học được hơn thầy ạ .,negative,lecturer
"phần thực hành , chúng em không được hướng dẫn đủ .",negative,program
mong nhà trường sẽ đồng nhất phần thực hành và lý thuyết .,negative,program
"thường xuyên hỏi về đời sống tình cảm của những bạn nữ , như vậy là không phù hợp với tác phong của một giáo viên .",negative,lecturer
giảng dạy không rõ ràng còn hàn lâm .,negative,lecturer
"lên lớp đúng giờ , tận tâm với sinh viên .",positive,lecturer
dạy khá nhanh .,negative,lecturer
học xong em thấy yêu thầy .,positive,lecturer
"lên lớp đúng giờ , truyền đạt kiến thức tốt , dễ hiểu , dễ vận dụng .",positive,lecturer
thầy dạy hay nhiệt huyết kiến thức về chuyên môn rộng .,positive,lecturer
phương pháp dạy của thầy chưa hiệu quả .,negative,lecturer
không nhiệt tình giải đáp thắc mắc .,negative,lecturer
"giảng viên nhiệt tình , sửa lỗi cho sinh viên .",positive,lecturer
nên sử dụng chức năng của trong courses quản lý môn học để cung cấp tài liệu đầy đủ cho sinh viên .,negative,lecturer
"cung cấp các slide , tài liệu liên quan quá ít .",negative,lecturer
thầy giảng dạy rất kỹ càng .,positive,lecturer
đi đúng giờ .,positive,lecturer
thi cuối kỳ không đủ thời gian làm bài !,negative,program
"thầy vui tính , giảng dạy hay , cung cấp nhiều kiến thức quý báu .",positive,lecturer
nếu có nghỉ phải được dạy bù lại .,negative,lecturer
đặt hiệu suất học tập lên hàng đầu chứ không phải điểm số .,negative,program
giảng viên trẻ nên tạo sự gần gũi với sinh viên .,positive,lecturer
"giảng viên lên lớp đúng giờ , dạy nhiệt tình .",positive,lecturer
"giảng rất tận tình , giải đáp các thắc mắc của sinh viên .",positive,lecturer
khái niệm  thiết bị di động  trong môn học cần được định nghĩa lại với cách giảng dạy này .,negative,program
"đôi khi truyền đạt hơi nhanh , gây lướt kiến thức .",negative,lecturer
dạy chưa thu hút .,negative,lecturer
giáo trình cần cập nhật hơn nữa .,negative,program
"gần gũi , tận tình .",positive,lecturer
tuy nhiên ước gì cô giải nhiều bài tập hơn ở cuối kỳ .,negative,lecturer
cung cấp tài liệu rất đầy đủ và tận tụy .,positive,lecturer
"thầy hơi khó trong vấn đề hỏi bài , hay nói vui ( hoặc chửi ) học sinh ngu colonsad .",negative,lecturer
